epoch,loss_cov,loss_marginal,step
0,0.9961665272712708,2.7418878078460693,63
1,0.8820078372955322,1.9654569625854492,127
2,0.7183001041412354,1.8655189275741577,191
3,0.44065722823143005,1.4300358295440674,255
4,0.42483291029930115,1.345441222190857,319
5,0.4270736277103424,1.3336458206176758,383
6,0.42461612820625305,1.3157012462615967,447
7,0.4246130585670471,1.2891218662261963,511
8,0.42214056849479675,1.291269063949585,575
9,0.42556139826774597,1.2919819355010986,639
10,0.4233640432357788,1.288942575454712,703
11,0.4243619740009308,1.28775954246521,767
12,0.4259799122810364,1.2914338111877441,831
13,0.4243330955505371,1.288293480873108,895
14,0.42425382137298584,1.2863073348999023,959
15,0.4259951710700989,1.2889634370803833,1023
16,0.42342957854270935,1.2840749025344849,1087
17,0.42532843351364136,1.2861814498901367,1151
18,0.4247565269470215,1.285462498664856,1215
19,0.4237199127674103,1.2837923765182495,1279
20,0.4240908622741699,1.2832837104797363,1343
21,0.4236384332180023,1.2841081619262695,1407
22,0.42858436703681946,1.2927923202514648,1471
23,0.4249373972415924,1.285010814666748,1535
24,0.4239996075630188,1.2837398052215576,1599
25,0.4236474633216858,1.2828859090805054,1663
26,0.4239305257797241,1.2828737497329712,1727
